,IATA,Description,ID
2224,HHE,"Hachinohe, Japan: Hachinohe Airport",12123
2225,HHH,"Hilton Head, SC: Hilton Head Airport",12124
2226,HHN,"Hahn, Germany: Frankfurt Hahn",12125
2227,HHP,"Hong Kong, Hong Kong: Kai Tak Heliport",12126
2228,HHQ,"Hua Hin, Thailand: Hua Hin Airport",16641
2229,HHR,"Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal",12127
2230,HIA,"Hiawatha, KS: Hiawatha Municipal",12128
2231,KS3,"Hiawatha, KS: Hiawatha Municipal",12128
2232,HIB,"Hibbing, MN: Range Regional",12129
2233,HIE,"Whitefield, NH: Mount Washington Regional",12130
2234,HIF,"Ogden, UT: Hill AFB",12131
2235,HII,"Lake Havasu City, AZ: Lake Havasu City Airport",12132
2236,HII,"Lake Havasu City, AZ: Lake Havasu City Airport",12973
2237,LHU,"Lake Havasu City, AZ: Lake Havasu City Airport",12132
2238,LHU,"Lake Havasu City, AZ: Lake Havasu City Airport",12973
2239,HIJ,"Hiroshima, Japan: Hiroshima Airport",12133
2240,HIK,"Honolulu, HI: Daniel K Inouye International",12134
2241,HIK,"Honolulu, HI: Daniel K Inouye International",12173
2242,HNL,"Honolulu, HI: Daniel K Inouye International",12134
2243,HNL,"Honolulu, HI: Daniel K Inouye International",12173
2244,HIN,"Jinju, South Korea: Sacheon AB",12135
2245,HIO,"Hillsboro, OR: Portland Hillsboro",12136
2246,HIR,"Honiara, Solomon Islands: Honiara International",12137
2247,HIS,"Hayman Island, Australia: Hayman Island Airport",12138
2248,HJR,"Khajuraho, India: Khajuraho Airport",12139
2249,HKA,"Blytheville, AR: Blytheville Municipal",12140
2250,HKB,"Healy, AK: Healy River",12141
2251,HKD,"Hakodate, Japan: Hakodate Airport",12142
2252,HKG,"Hong Kong, Hong Kong: Hong Kong International",12143
2253,HKK,"Hokitika, New Zealand: Hokitika Airport",12144
2254,HKN,"Hoskins, Papua New Guinea: Hoskins Airport",12145
2255,HKP,"Kaanapali, HI: Kaanapali Airport",12146
2256,HKS,"Jackson, MS: Hawkins Field",12147
2257,HKT,"Phuket, Thailand: Phuket International",12148
2258,HKY,"Hickory, NC: Hickory Regional",12149
2259,HLA,"Lanseria, South Africa: Lanseria International",12150
2260,HLD,"Hailar, China: Hailar Airport",12151
2261,HLF,"Hultsfred, Sweden: Hultsfred Airport",12152
2262,HLG,"Wheeling, WV: Wheeling Ohio County",12153
2263,HLI,"Hollister, CA: Hollister Municipal",12154
2264,HLM,"Holland, MI: Park Township",12155
2265,HLN,"Helena, MT: Helena Regional",12156
2266,HLO,"Holbrook, AZ: Holbrook Municipal",12157
2267,HLP,"Jakarta, Indonesia: Halim Perdanakusuma International",12158
2268,HLT,"Hamilton, Australia: Hamilton Airport",12159
2269,HLZ,"Hamilton, New Zealand: Hamilton Airport",12160
2270,HMA,"Khanty-Mansiysk, Russia: Khanty-Mansiysk Airport",16483
2271,HME,"Hassi Messaoud, Algeria: Krim Belkacem",12162
2272,HMN,"Alamogordo, NM: Holloman AFB",12163
2273,HMO,"Hermosillo, Mexico: General Ignacio P. Garcia International",12164
2274,HMS,"Homeshore, AK: Homeshore Airport",12165
2275,HMT,"Hemet, CA: Hemet-Ryan",12166
2276,HMY,"Seosan, South Korea: Seosan AB",16645
2277,HNA,"Hanamaki, Japan: Hanamaki Airport",12167
2278,HNC,"Hatteras, NC: Billy Mitchell",12168
2279,HND,"Tokyo, Japan: Tokyo International",12169
2280,HNG,"Hienghene, New Caledonia: Hienghene/Henri Martinet",12170
2281,HNH,"Hoonah, AK: Hoonah Airport",12171
2282,HNM,"Hana, HI: Hana Airport",12174
2283,HNS,"Haines, AK: Haines Airport",12175
2284,HOB,"Hobbs, NM: Lea County Regional",12177
2285,HOD,"Hodeidah, Yemen: Hodeidah International",12178
2286,HOF,"Hofuf, Saudi Arabia: Al Ahsa",12179
2287,HOG,"Holguin, Cuba: Frank Pais International",12180
2288,HOI,"Hao Island, French Polynesia: Hao",12181
2289,HOK,"Hooker Creek, Australia: Hooker Creek Airport",12182
2290,HOL,"Holikachuk, AK: Holikachuk Airport",12183
2291,HOM,"Homer, AK: Homer Airport",12184
2292,HON,"Huron, SD: Huron Regional",12185
2293,HOP,"Hopkinsville, KY: Campbell AAF",12187
2294,HOQ,"Hof, Germany: Hof Plauen",12188
2295,HOR,"Horta, Portugal: Horta Airport",12189
2296,HOT,"Hot Springs, AR: Memorial Field",12190
2297,HOU,"Houston, TX: William P Hobby",12191
2298,HOV,"Orsta/Volda, Norway: Hovden",12192
2299,HOW,"Balboa, Panama: Panama Pacifico International",12193
2300,HPA,"Lifuka, Tonga: Salote Pilolevu",12194
2301,HPB,"Hooper Bay, AK: Hooper Bay Airport",12195
2302,HPH,"Hai Phong, Vietnam: Catbi International",12196
2303,HPN,"White Plains, NY: Westchester County",12197
2304,HPT,"Hampton, IA: Hampton Municipal",12198
2305,HPV,"Hanalei, HI: Princeville",12199
2306,HQM,"Hoquiam, WA: Bowerman",12200
2307,HRB,"Harbin, China: Taiping",12201
2308,HRE,"Harare, Zimbabwe: Robert Gabriel Mugabe International",12203
2309,HRG,"Hurghada, Egypt: Hurghada International",12204
2310,HRK,"Kharkov, Ukraine: Kharkov Airport",12205
2311,HRL,"Harlingen/San Benito, TX: Valley International",12206
2312,HRO,"Harrison, AR: Boone County",12207
2313,HRT,"Harrogate, United Kingdom: Linton-On-Ouse",12209
2314,HSC,"Shaoguan, China: Shaoguan Airport",12210
2315,HSG,"Saga, Japan: Saga Airport",16591
2316,HSH,"Las Vegas, NV: Henderson Executive",12211
2317,HSI,"Hastings, NE: Hastings Municipal",12212
2318,HSK,"Huesca, Spain: Huesca Airport",12213
2319,HSL,"Huslia, AK: Huslia Airport",12214
2320,HSP,"Hot Springs, VA: Ingalls Field",12215
2321,HST,"Homestead, FL: Homestead ARB",12216
2322,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",12217
2323,HTA,"Chita, Russia: Kadala",12218
2324,HTF,"Hatfield, United Kingdom: Hatfield Airport",12219
2325,HTH,"Hawthorne, NV: Hawthorne Industrial",12220
2326,HTI,"Hamilton Island, Australia: Hamilton Island Airport",12221
2327,HTO,"East Hampton, NY: East Hampton Airport",12222
2328,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",12223
2329,HTY,"Hatay, Japan: Hatay Airport",16579
2330,HTZ,"Hato Corozal, Colombia: Hato Corozal Airport",12224
2331,HUA,"Huntsville, AL: Redstone AAF",12225
2332,HUC,"Humacao, PR: Dr Hermenegildo Ortiz Quinones",12226
2333,HUE,"Humera, Ethiopia: Humera Airport",12227
2334,HUF,"Terre Haute, IN: Terre Haute Regional",12228
2335,HUG,"Huehuetenango, Guatemala: Huehuetenango Airport",12229
2336,HUH,"Huahine, French Polynesia: Huahine Fare",12230
2337,HUI,"Hue, Vietnam: Phubai International",12231
2338,HUL,"Houlton, ME: Houlton International",12232
2339,HUM,"Houma, LA: Houma Terrebonne",12233
2340,HUN,"Hualien, Taiwan: Hualien Airport",12234
2341,HUS,"Hughes, AK: Hughes Airport",12235
2342,HUT,"Hutchinson, KS: Hutchinson Regional",12236
